"county","fips","vtd","cntyvtd","office","name_can","party","incumbent","votes"
"Hall                          ",191,"0301","1910301","CCA 5","Sanders-Castro","G","N",0
"Hall                          ",191,"0302","1910302","CCA 5","Sanders-Castro","G","N",3
"Hall                          ",191,"0401","1910401","CCA 5","Sanders-Castro","G","N",1
"Hall                          ",191,"0402","1910402","CCA 5","Sanders-Castro","G","N",0
"Hall                          ",191,"0101","1910101","CCA 6","Keasler","R","Y",138
"Hall                          ",191,"0201","1910201","CCA 6","Keasler","R","Y",39
"Hall                          ",191,"0202","1910202","CCA 6","Keasler","R","Y",163
"Hall                          ",191,"0301","1910301","CCA 6","Keasler","R","Y",55
"Hall                          ",191,"0302","1910302","CCA 6","Keasler","R","Y",136
"Hall                          ",191,"0401","1910401","CCA 6","Keasler","R","Y",170
"Hall                          ",191,"0402","1910402","CCA 6","Keasler","R","Y",96
"Hall                          ",191,"0101","1910101","CCA 6","Burns","D","N",47
"Hall                          ",191,"0201","1910201","CCA 6","Burns","D","N",7
"Hall                          ",191,"0202","1910202","CCA 6","Burns","D","N",38
"Hall                          ",191,"0301","1910301","CCA 6","Burns","D","N",15
"Hall                          ",191,"0302","1910302","CCA 6","Burns","D","N",28
"Hall                          ",191,"0401","1910401","CCA 6","Burns","D","N",21
"Hall                          ",191,"0402","1910402","CCA 6","Burns","D","N",19
"Hall                          ",191,"0101","1910101","CCA 6","Bennett","L","N",6
"Hall                          ",191,"0201","1910201","CCA 6","Bennett","L","N",1
"Hall                          ",191,"0202","1910202","CCA 6","Bennett","L","N",10
"Hall                          ",191,"0301","1910301","CCA 6","Bennett","L","N",2
"Hall                          ",191,"0302","1910302","CCA 6","Bennett","L","N",3
"Hall                          ",191,"0401","1910401","CCA 6","Bennett","L","N",5
"Hall                          ",191,"0402","1910402","CCA 6","Bennett","L","N",1
"Hamilton                      ",193,"0001","1930001","President","Clinton","D","N",69
"Hamilton                      ",193,"0004","1930004","President","Clinton","D","N",10
"Hamilton                      ",193,"0005","1930005","President","Clinton","D","N",15
"Hamilton                      ",193,"0007","1930007","President","Clinton","D","N",142
"Hamilton                      ",193,"0009","1930009","President","Clinton","D","N",21
"Hamilton                      ",193,"0012","1930012","President","Clinton","D","N",8
"Hamilton                      ",193,"0014","1930014","President","Clinton","D","N",13
"Hamilton                      ",193,"0015","1930015","President","Clinton","D","N",5
"Hamilton                      ",193,"0017","1930017","President","Clinton","D","N",7
"Hamilton                      ",193,"0022","1930022","President","Clinton","D","N",104
"Hamilton                      ",193,"0023","1930023","President","Clinton","D","N",85
"Hamilton                      ",193,"0001","1930001","President","Trump","R","N",512
"Hamilton                      ",193,"0004","1930004","President","Trump","R","N",63
"Hamilton                      ",193,"0005","1930005","President","Trump","R","N",88
"Hamilton                      ",193,"0007","1930007","President","Trump","R","N",740
"Hamilton                      ",193,"0009","1930009","President","Trump","R","N",122
"Hamilton                      ",193,"0012","1930012","President","Trump","R","N",128
"Hamilton                      ",193,"0014","1930014","President","Trump","R","N",122
"Hamilton                      ",193,"0015","1930015","President","Trump","R","N",98
"Hamilton                      ",193,"0017","1930017","President","Trump","R","N",88
"Hamilton                      ",193,"0022","1930022","President","Trump","R","N",616
"Hamilton                      ",193,"0023","1930023","President","Trump","R","N",483
"Hamilton                      ",193,"0001","1930001","President","Johnson","L","N",8
"Hamilton                      ",193,"0004","1930004","President","Johnson","L","N",3
"Hamilton                      ",193,"0005","1930005","President","Johnson","L","N",1
"Hamilton                      ",193,"0007","1930007","President","Johnson","L","N",19
"Hamilton                      ",193,"0009","1930009","President","Johnson","L","N",2
"Hamilton                      ",193,"0012","1930012","President","Johnson","L","N",1
"Hamilton                      ",193,"0014","1930014","President","Johnson","L","N",2
"Hamilton                      ",193,"0015","1930015","President","Johnson","L","N",0
"Hamilton                      ",193,"0017","1930017","President","Johnson","L","N",5
"Hamilton                      ",193,"0022","1930022","President","Johnson","L","N",15
"Hamilton                      ",193,"0023","1930023","President","Johnson","L","N",8
"Hamilton                      ",193,"0001","1930001","President","Stein","G","N",2
"Hamilton                      ",193,"0004","1930004","President","Stein","G","N",1
"Hamilton                      ",193,"0005","1930005","President","Stein","G","N",0
"Hamilton                      ",193,"0007","1930007","President","Stein","G","N",1
"Hamilton                      ",193,"0009","1930009","President","Stein","G","N",0
"Hamilton                      ",193,"0012","1930012","President","Stein","G","N",0
"Hamilton                      ",193,"0014","1930014","President","Stein","G","N",0
"Hamilton                      ",193,"0015","1930015","President","Stein","G","N",1
"Hamilton                      ",193,"0017","1930017","President","Stein","G","N",1
"Hamilton                      ",193,"0022","1930022","President","Stein","G","N",1
"Hamilton                      ",193,"0023","1930023","President","Stein","G","N",3
"Hamilton                      ",193,"0001","1930001","President","Write-In","W","N",2
"Hamilton                      ",193,"0004","1930004","President","Write-In","W","N",0
"Hamilton                      ",193,"0005","1930005","President","Write-In","W","N",0
"Hamilton                      ",193,"0007","1930007","President","Write-In","W","N",0
"Hamilton                      ",193,"0009","1930009","President","Write-In","W","N",0
"Hamilton                      ",193,"0012","1930012","President","Write-In","W","N",0
"Hamilton                      ",193,"0014","1930014","President","Write-In","W","N",0
"Hamilton                      ",193,"0015","1930015","President","Write-In","W","N",0
"Hamilton                      ",193,"0017","1930017","President","Write-In","W","N",0
"Hamilton                      ",193,"0022","1930022","President","Write-In","W","N",0
"Hamilton                      ",193,"0023","1930023","President","Write-In","W","N",0
"Hamilton                      ",193,"0001","1930001","U.S. Rep 25","Williams","R","Y",476
"Hamilton                      ",193,"0004","1930004","U.S. Rep 25","Williams","R","Y",59
"Hamilton                      ",193,"0005","1930005","U.S. Rep 25","Williams","R","Y",77
"Hamilton                      ",193,"0007","1930007","U.S. Rep 25","Williams","R","Y",733
"Hamilton                      ",193,"0009","1930009","U.S. Rep 25","Williams","R","Y",121
"Hamilton                      ",193,"0012","1930012","U.S. Rep 25","Williams","R","Y",131
"Hamilton                      ",193,"0014","1930014","U.S. Rep 25","Williams","R","Y",118
"Hamilton                      ",193,"0015","1930015","U.S. Rep 25","Williams","R","Y",95
"Hamilton                      ",193,"0017","1930017","U.S. Rep 25","Williams","R","Y",88
"Hamilton                      ",193,"0022","1930022","U.S. Rep 25","Williams","R","Y",602
"Hamilton                      ",193,"0023","1930023","U.S. Rep 25","Williams","R","Y",459
"Hamilton                      ",193,"0001","1930001","U.S. Rep 25","Thomas","D","N",75
"Hamilton                      ",193,"0004","1930004","U.S. Rep 25","Thomas","D","N",13
"Hamilton                      ",193,"0005","1930005","U.S. Rep 25","Thomas","D","N",16
"Hamilton                      ",193,"0007","1930007","U.S. Rep 25","Thomas","D","N",128
"Hamilton                      ",193,"0009","1930009","U.S. Rep 25","Thomas","D","N",20
"Hamilton                      ",193,"0012","1930012","U.S. Rep 25","Thomas","D","N",5
"Hamilton                      ",193,"0014","1930014","U.S. Rep 25","Thomas","D","N",15
"Hamilton                      ",193,"0015","1930015","U.S. Rep 25","Thomas","D","N",6
"Hamilton                      ",193,"0017","1930017","U.S. Rep 25","Thomas","D","N",8
"Hamilton                      ",193,"0022","1930022","U.S. Rep 25","Thomas","D","N",97
"Hamilton                      ",193,"0023","1930023","U.S. Rep 25","Thomas","D","N",92
"Hamilton                      ",193,"0001","1930001","U.S. Rep 25","Schneiderman","L","N",10
"Hamilton                      ",193,"0004","1930004","U.S. Rep 25","Schneiderman","L","N",2
"Hamilton                      ",193,"0005","1930005","U.S. Rep 25","Schneiderman","L","N",4
"Hamilton                      ",193,"0007","1930007","U.S. Rep 25","Schneiderman","L","N",12
"Hamilton                      ",193,"0009","1930009","U.S. Rep 25","Schneiderman","L","N",2
"Hamilton                      ",193,"0012","1930012","U.S. Rep 25","Schneiderman","L","N",1
"Hamilton                      ",193,"0014","1930014","U.S. Rep 25","Schneiderman","L","N",4
"Hamilton                      ",193,"0015","1930015","U.S. Rep 25","Schneiderman","L","N",0
"Hamilton                      ",193,"0017","1930017","U.S. Rep 25","Schneiderman","L","N",1
"Hamilton                      ",193,"0022","1930022","U.S. Rep 25","Schneiderman","L","N",16
"Hamilton                      ",193,"0023","1930023","U.S. Rep 25","Schneiderman","L","N",15
"Hamilton                      ",193,"0001","1930001","RR Comm 1","Yarbrough","D","N",72
"Hamilton                      ",193,"0004","1930004","RR Comm 1","Yarbrough","D","N",12
"Hamilton                      ",193,"0005","1930005","RR Comm 1","Yarbrough","D","N",15
"Hamilton                      ",193,"0007","1930007","RR Comm 1","Yarbrough","D","N",134
"Hamilton                      ",193,"0009","1930009","RR Comm 1","Yarbrough","D","N",20
"Hamilton                      ",193,"0012","1930012","RR Comm 1","Yarbrough","D","N",9
"Hamilton                      ",193,"0014","1930014","RR Comm 1","Yarbrough","D","N",15
"Hamilton                      ",193,"0015","1930015","RR Comm 1","Yarbrough","D","N",10
"Hamilton                      ",193,"0017","1930017","RR Comm 1","Yarbrough","D","N",11
"Hamilton                      ",193,"0022","1930022","RR Comm 1","Yarbrough","D","N",100
"Hamilton                      ",193,"0023","1930023","RR Comm 1","Yarbrough","D","N",86
"Hamilton                      ",193,"0001","1930001","RR Comm 1","Christian","R","N",461
"Hamilton                      ",193,"0004","1930004","RR Comm 1","Christian","R","N",58
"Hamilton                      ",193,"0005","1930005","RR Comm 1","Christian","R","N",77
"Hamilton                      ",193,"0007","1930007","RR Comm 1","Christian","R","N",709
"Hamilton                      ",193,"0009","1930009","RR Comm 1","Christian","R","N",118
"Hamilton                      ",193,"0012","1930012","RR Comm 1","Christian","R","N",120
"Hamilton                      ",193,"0014","1930014","RR Comm 1","Christian","R","N",110
"Hamilton                      ",193,"0015","1930015","RR Comm 1","Christian","R","N",88
"Hamilton                      ",193,"0017","1930017","RR Comm 1","Christian","R","N",84
"Hamilton                      ",193,"0022","1930022","RR Comm 1","Christian","R","N",580
"Hamilton                      ",193,"0023","1930023","RR Comm 1","Christian","R","N",444
"Hamilton                      ",193,"0001","1930001","RR Comm 1","Miller","L","N",24
"Hamilton                      ",193,"0004","1930004","RR Comm 1","Miller","L","N",3
"Hamilton                      ",193,"0005","1930005","RR Comm 1","Miller","L","N",4
"Hamilton                      ",193,"0007","1930007","RR Comm 1","Miller","L","N",24
"Hamilton                      ",193,"0009","1930009","RR Comm 1","Miller","L","N",3
"Hamilton                      ",193,"0012","1930012","RR Comm 1","Miller","L","N",5
"Hamilton                      ",193,"0014","1930014","RR Comm 1","Miller","L","N",9
"Hamilton                      ",193,"0015","1930015","RR Comm 1","Miller","L","N",0
"Hamilton                      ",193,"0017","1930017","RR Comm 1","Miller","L","N",3
"Hamilton                      ",193,"0022","1930022","RR Comm 1","Miller","L","N",29
"Hamilton                      ",193,"0023","1930023","RR Comm 1","Miller","L","N",24
"Hamilton                      ",193,"0001","1930001","RR Comm 1","Salinas","G","N",4
"Hamilton                      ",193,"0004","1930004","RR Comm 1","Salinas","G","N",2
"Hamilton                      ",193,"0005","1930005","RR Comm 1","Salinas","G","N",2
"Hamilton                      ",193,"0007","1930007","RR Comm 1","Salinas","G","N",9
"Hamilton                      ",193,"0009","1930009","RR Comm 1","Salinas","G","N",1
"Hamilton                      ",193,"0012","1930012","RR Comm 1","Salinas","G","N",1
"Hamilton                      ",193,"0014","1930014","RR Comm 1","Salinas","G","N",1
"Hamilton                      ",193,"0015","1930015","RR Comm 1","Salinas","G","N",3
"Hamilton                      ",193,"0017","1930017","RR Comm 1","Salinas","G","N",0
"Hamilton                      ",193,"0022","1930022","RR Comm 1","Salinas","G","N",5
"Hamilton                      ",193,"0023","1930023","RR Comm 1","Salinas","G","N",8
"Hamilton                      ",193,"0001","1930001","Sup Ct 3","Lehrmann","R","Y",451
"Hamilton                      ",193,"0004","1930004","Sup Ct 3","Lehrmann","R","Y",61
"Hamilton                      ",193,"0005","1930005","Sup Ct 3","Lehrmann","R","Y",75
"Hamilton                      ",193,"0007","1930007","Sup Ct 3","Lehrmann","R","Y",708
"Hamilton                      ",193,"0009","1930009","Sup Ct 3","Lehrmann","R","Y",119
"Hamilton                      ",193,"0012","1930012","Sup Ct 3","Lehrmann","R","Y",121
"Hamilton                      ",193,"0014","1930014","Sup Ct 3","Lehrmann","R","Y",115
"Hamilton                      ",193,"0015","1930015","Sup Ct 3","Lehrmann","R","Y",90
"Hamilton                      ",193,"0017","1930017","Sup Ct 3","Lehrmann","R","Y",84
"Hamilton                      ",193,"0022","1930022","Sup Ct 3","Lehrmann","R","Y",584
"Hamilton                      ",193,"0023","1930023","Sup Ct 3","Lehrmann","R","Y",450
"Hamilton                      ",193,"0001","1930001","Sup Ct 3","Westergren","D","N",73
"Hamilton                      ",193,"0004","1930004","Sup Ct 3","Westergren","D","N",11
"Hamilton                      ",193,"0005","1930005","Sup Ct 3","Westergren","D","N",16
"Hamilton                      ",193,"0007","1930007","Sup Ct 3","Westergren","D","N",124
"Hamilton                      ",193,"0009","1930009","Sup Ct 3","Westergren","D","N",21
"Hamilton                      ",193,"0012","1930012","Sup Ct 3","Westergren","D","N",8
"Hamilton                      ",193,"0014","1930014","Sup Ct 3","Westergren","D","N",13
"Hamilton                      ",193,"0015","1930015","Sup Ct 3","Westergren","D","N",6
"Hamilton                      ",193,"0017","1930017","Sup Ct 3","Westergren","D","N",9
"Hamilton                      ",193,"0022","1930022","Sup Ct 3","Westergren","D","N",91
"Hamilton                      ",193,"0023","1930023","Sup Ct 3","Westergren","D","N",86
"Hamilton                      ",193,"0001","1930001","Sup Ct 3","Glass","L","N",29
"Hamilton                      ",193,"0004","1930004","Sup Ct 3","Glass","L","N",2
"Hamilton                      ",193,"0005","1930005","Sup Ct 3","Glass","L","N",3
"Hamilton                      ",193,"0007","1930007","Sup Ct 3","Glass","L","N",27
"Hamilton                      ",193,"0009","1930009","Sup Ct 3","Glass","L","N",2
"Hamilton                      ",193,"0012","1930012","Sup Ct 3","Glass","L","N",4
"Hamilton                      ",193,"0014","1930014","Sup Ct 3","Glass","L","N",6
"Hamilton                      ",193,"0015","1930015","Sup Ct 3","Glass","L","N",3
"Hamilton                      ",193,"0017","1930017","Sup Ct 3","Glass","L","N",4
"Hamilton                      ",193,"0022","1930022","Sup Ct 3","Glass","L","N",25
"Hamilton                      ",193,"0023","1930023","Sup Ct 3","Glass","L","N",21
"Hamilton                      ",193,"0001","1930001","Sup Ct 3","Munoz","G","N",5
"Hamilton                      ",193,"0004","1930004","Sup Ct 3","Munoz","G","N",1
"Hamilton                      ",193,"0005","1930005","Sup Ct 3","Munoz","G","N",1
"Hamilton                      ",193,"0007","1930007","Sup Ct 3","Munoz","G","N",12
"Hamilton                      ",193,"0009","1930009","Sup Ct 3","Munoz","G","N",0
"Hamilton                      ",193,"0012","1930012","Sup Ct 3","Munoz","G","N",1
"Hamilton                      ",193,"0014","1930014","Sup Ct 3","Munoz","G","N",0
"Hamilton                      ",193,"0015","1930015","Sup Ct 3","Munoz","G","N",1
"Hamilton                      ",193,"0017","1930017","Sup Ct 3","Munoz","G","N",0
"Hamilton                      ",193,"0022","1930022","Sup Ct 3","Munoz","G","N",7
"Hamilton                      ",193,"0023","1930023","Sup Ct 3","Munoz","G","N",4
"Hamilton                      ",193,"0001","1930001","Sup Ct 5","Green","R","Y",453
"Hamilton                      ",193,"0004","1930004","Sup Ct 5","Green","R","Y",62
"Hamilton                      ",193,"0005","1930005","Sup Ct 5","Green","R","Y",77
"Hamilton                      ",193,"0007","1930007","Sup Ct 5","Green","R","Y",717
"Hamilton                      ",193,"0009","1930009","Sup Ct 5","Green","R","Y",120
"Hamilton                      ",193,"0012","1930012","Sup Ct 5","Green","R","Y",120
"Hamilton                      ",193,"0014","1930014","Sup Ct 5","Green","R","Y",116
"Hamilton                      ",193,"0015","1930015","Sup Ct 5","Green","R","Y",88
"Hamilton                      ",193,"0017","1930017","Sup Ct 5","Green","R","Y",86
"Hamilton                      ",193,"0022","1930022","Sup Ct 5","Green","R","Y",588
"Hamilton                      ",193,"0023","1930023","Sup Ct 5","Green","R","Y",437
"Hamilton                      ",193,"0001","1930001","Sup Ct 5","Garza","D","N",67
"Hamilton                      ",193,"0004","1930004","Sup Ct 5","Garza","D","N",11
"Hamilton                      ",193,"0005","1930005","Sup Ct 5","Garza","D","N",14
"Hamilton                      ",193,"0007","1930007","Sup Ct 5","Garza","D","N",128
"Hamilton                      ",193,"0009","1930009","Sup Ct 5","Garza","D","N",17
"Hamilton                      ",193,"0012","1930012","Sup Ct 5","Garza","D","N",6
"Hamilton                      ",193,"0014","1930014","Sup Ct 5","Garza","D","N",13
"Hamilton                      ",193,"0015","1930015","Sup Ct 5","Garza","D","N",9
"Hamilton                      ",193,"0017","1930017","Sup Ct 5","Garza","D","N",8
"Hamilton                      ",193,"0022","1930022","Sup Ct 5","Garza","D","N",88
"Hamilton                      ",193,"0023","1930023","Sup Ct 5","Garza","D","N",96
"Hamilton                      ",193,"0001","1930001","Sup Ct 5","Oxford","L","N",29
"Hamilton                      ",193,"0004","1930004","Sup Ct 5","Oxford","L","N",2
"Hamilton                      ",193,"0005","1930005","Sup Ct 5","Oxford","L","N",2
"Hamilton                      ",193,"0007","1930007","Sup Ct 5","Oxford","L","N",21
"Hamilton                      ",193,"0009","1930009","Sup Ct 5","Oxford","L","N",3
"Hamilton                      ",193,"0012","1930012","Sup Ct 5","Oxford","L","N",6
"Hamilton                      ",193,"0014","1930014","Sup Ct 5","Oxford","L","N",3
"Hamilton                      ",193,"0015","1930015","Sup Ct 5","Oxford","L","N",2
"Hamilton                      ",193,"0017","1930017","Sup Ct 5","Oxford","L","N",3
"Hamilton                      ",193,"0022","1930022","Sup Ct 5","Oxford","L","N",19
"Hamilton                      ",193,"0023","1930023","Sup Ct 5","Oxford","L","N",22
"Hamilton                      ",193,"0001","1930001","Sup Ct 5","Waterbury","G","N",4
"Hamilton                      ",193,"0004","1930004","Sup Ct 5","Waterbury","G","N",0
"Hamilton                      ",193,"0005","1930005","Sup Ct 5","Waterbury","G","N",3
"Hamilton                      ",193,"0007","1930007","Sup Ct 5","Waterbury","G","N",3
"Hamilton                      ",193,"0009","1930009","Sup Ct 5","Waterbury","G","N",0
"Hamilton                      ",193,"0012","1930012","Sup Ct 5","Waterbury","G","N",2
"Hamilton                      ",193,"0014","1930014","Sup Ct 5","Waterbury","G","N",1
"Hamilton                      ",193,"0015","1930015","Sup Ct 5","Waterbury","G","N",1
"Hamilton                      ",193,"0017","1930017","Sup Ct 5","Waterbury","G","N",0
"Hamilton                      ",193,"0022","1930022","Sup Ct 5","Waterbury","G","N",8
"Hamilton                      ",193,"0023","1930023","Sup Ct 5","Waterbury","G","N",9
"Hamilton                      ",193,"0001","1930001","Sup Ct 9","Guzman","R","Y",446
"Hamilton                      ",193,"0004","1930004","Sup Ct 9","Guzman","R","Y",63
"Hamilton                      ",193,"0005","1930005","Sup Ct 9","Guzman","R","Y",76
"Hamilton                      ",193,"0007","1930007","Sup Ct 9","Guzman","R","Y",702
"Hamilton                      ",193,"0009","1930009","Sup Ct 9","Guzman","R","Y",118
"Hamilton                      ",193,"0012","1930012","Sup Ct 9","Guzman","R","Y",118
"Hamilton                      ",193,"0014","1930014","Sup Ct 9","Guzman","R","Y",111
"Hamilton                      ",193,"0015","1930015","Sup Ct 9","Guzman","R","Y",88
"Hamilton                      ",193,"0017","1930017","Sup Ct 9","Guzman","R","Y",84
"Hamilton                      ",193,"0022","1930022","Sup Ct 9","Guzman","R","Y",571
"Hamilton                      ",193,"0023","1930023","Sup Ct 9","Guzman","R","Y",441
"Hamilton                      ",193,"0001","1930001","Sup Ct 9","Robinson","D","N",76
"Hamilton                      ",193,"0004","1930004","Sup Ct 9","Robinson","D","N",9
"Hamilton                      ",193,"0005","1930005","Sup Ct 9","Robinson","D","N",14
"Hamilton                      ",193,"0007","1930007","Sup Ct 9","Robinson","D","N",132
"Hamilton                      ",193,"0009","1930009","Sup Ct 9","Robinson","D","N",20
"Hamilton                      ",193,"0012","1930012","Sup Ct 9","Robinson","D","N",9
"Hamilton                      ",193,"0014","1930014","Sup Ct 9","Robinson","D","N",19
"Hamilton                      ",193,"0015","1930015","Sup Ct 9","Robinson","D","N",9
"Hamilton                      ",193,"0017","1930017","Sup Ct 9","Robinson","D","N",11
"Hamilton                      ",193,"0022","1930022","Sup Ct 9","Robinson","D","N",100
"Hamilton                      ",193,"0023","1930023","Sup Ct 9","Robinson","D","N",85
"Hamilton                      ",193,"0001","1930001","Sup Ct 9","Fulton","L","N",27
"Hamilton                      ",193,"0004","1930004","Sup Ct 9","Fulton","L","N",1
"Hamilton                      ",193,"0005","1930005","Sup Ct 9","Fulton","L","N",3
"Hamilton                      ",193,"0007","1930007","Sup Ct 9","Fulton","L","N",23
"Hamilton                      ",193,"0009","1930009","Sup Ct 9","Fulton","L","N",3
"Hamilton                      ",193,"0012","1930012","Sup Ct 9","Fulton","L","N",4
"Hamilton                      ",193,"0014","1930014","Sup Ct 9","Fulton","L","N",3
"Hamilton                      ",193,"0015","1930015","Sup Ct 9","Fulton","L","N",1
"Hamilton                      ",193,"0017","1930017","Sup Ct 9","Fulton","L","N",2
"Hamilton                      ",193,"0022","1930022","Sup Ct 9","Fulton","L","N",22
"Hamilton                      ",193,"0023","1930023","Sup Ct 9","Fulton","L","N",23
"Hamilton                      ",193,"0001","1930001","Sup Ct 9","Chisholm","G","N",7
"Hamilton                      ",193,"0004","1930004","Sup Ct 9","Chisholm","G","N",2
"Hamilton                      ",193,"0005","1930005","Sup Ct 9","Chisholm","G","N",3
"Hamilton                      ",193,"0007","1930007","Sup Ct 9","Chisholm","G","N",11
"Hamilton                      ",193,"0009","1930009","Sup Ct 9","Chisholm","G","N",0
"Hamilton                      ",193,"0012","1930012","Sup Ct 9","Chisholm","G","N",3
"Hamilton                      ",193,"0014","1930014","Sup Ct 9","Chisholm","G","N",2
"Hamilton                      ",193,"0015","1930015","Sup Ct 9","Chisholm","G","N",2
"Hamilton                      ",193,"0017","1930017","Sup Ct 9","Chisholm","G","N",0
"Hamilton                      ",193,"0022","1930022","Sup Ct 9","Chisholm","G","N",10
"Hamilton                      ",193,"0023","1930023","Sup Ct 9","Chisholm","G","N",12
"Hamilton                      ",193,"0001","1930001","CCA 2","Meyers","D","Y",76
"Hamilton                      ",193,"0004","1930004","CCA 2","Meyers","D","Y",10
"Hamilton                      ",193,"0005","1930005","CCA 2","Meyers","D","Y",17
"Hamilton                      ",193,"0007","1930007","CCA 2","Meyers","D","Y",140
"Hamilton                      ",193,"0009","1930009","CCA 2","Meyers","D","Y",21
"Hamilton                      ",193,"0012","1930012","CCA 2","Meyers","D","Y",7
"Hamilton                      ",193,"0014","1930014","CCA 2","Meyers","D","Y",12
"Hamilton                      ",193,"0015","1930015","CCA 2","Meyers","D","Y",12
"Hamilton                      ",193,"0017","1930017","CCA 2","Meyers","D","Y",11
"Hamilton                      ",193,"0022","1930022","CCA 2","Meyers","D","Y",95
"Hamilton                      ",193,"0023","1930023","CCA 2","Meyers","D","Y",98
"Hamilton                      ",193,"0001","1930001","CCA 2","Keel","R","N",453
"Hamilton                      ",193,"0004","1930004","CCA 2","Keel","R","N",62
"Hamilton                      ",193,"0005","1930005","CCA 2","Keel","R","N",70
"Hamilton                      ",193,"0007","1930007","CCA 2","Keel","R","N",702
"Hamilton                      ",193,"0009","1930009","CCA 2","Keel","R","N",118
"Hamilton                      ",193,"0012","1930012","CCA 2","Keel","R","N",124
"Hamilton                      ",193,"0014","1930014","CCA 2","Keel","R","N",114
"Hamilton                      ",193,"0015","1930015","CCA 2","Keel","R","N",86
"Hamilton                      ",193,"0017","1930017","CCA 2","Keel","R","N",83
"Hamilton                      ",193,"0022","1930022","CCA 2","Keel","R","N",572
"Hamilton                      ",193,"0023","1930023","CCA 2","Keel","R","N",436
"Hamilton                      ",193,"0001","1930001","CCA 2","Ash","L","N",23
"Hamilton                      ",193,"0004","1930004","CCA 2","Ash","L","N",1
"Hamilton                      ",193,"0005","1930005","CCA 2","Ash","L","N",7
"Hamilton                      ",193,"0007","1930007","CCA 2","Ash","L","N",22
"Hamilton                      ",193,"0009","1930009","CCA 2","Ash","L","N",2
"Hamilton                      ",193,"0012","1930012","CCA 2","Ash","L","N",4
"Hamilton                      ",193,"0014","1930014","CCA 2","Ash","L","N",7
"Hamilton                      ",193,"0015","1930015","CCA 2","Ash","L","N",1
"Hamilton                      ",193,"0017","1930017","CCA 2","Ash","L","N",2
"Hamilton                      ",193,"0022","1930022","CCA 2","Ash","L","N",26
"Hamilton                      ",193,"0023","1930023","CCA 2","Ash","L","N",21
"Hamilton                      ",193,"0001","1930001","CCA 2","Reposa","G","N",1
"Hamilton                      ",193,"0004","1930004","CCA 2","Reposa","G","N",1
"Hamilton                      ",193,"0005","1930005","CCA 2","Reposa","G","N",1
"Hamilton                      ",193,"0007","1930007","CCA 2","Reposa","G","N",3
"Hamilton                      ",193,"0009","1930009","CCA 2","Reposa","G","N",1
"Hamilton                      ",193,"0012","1930012","CCA 2","Reposa","G","N",0
"Hamilton                      ",193,"0014","1930014","CCA 2","Reposa","G","N",0
"Hamilton                      ",193,"0015","1930015","CCA 2","Reposa","G","N",1
"Hamilton                      ",193,"0017","1930017","CCA 2","Reposa","G","N",0
"Hamilton                      ",193,"0022","1930022","CCA 2","Reposa","G","N",9
"Hamilton                      ",193,"0023","1930023","CCA 2","Reposa","G","N",5
"Hamilton                      ",193,"0001","1930001","CCA 5","Johnson","D","N",83
"Hamilton                      ",193,"0004","1930004","CCA 5","Johnson","D","N",13
"Hamilton                      ",193,"0005","1930005","CCA 5","Johnson","D","N",15
"Hamilton                      ",193,"0007","1930007","CCA 5","Johnson","D","N",134
"Hamilton                      ",193,"0009","1930009","CCA 5","Johnson","D","N",19
"Hamilton                      ",193,"0012","1930012","CCA 5","Johnson","D","N",9
"Hamilton                      ",193,"0014","1930014","CCA 5","Johnson","D","N",13
"Hamilton                      ",193,"0015","1930015","CCA 5","Johnson","D","N",8
"Hamilton                      ",193,"0017","1930017","CCA 5","Johnson","D","N",9
"Hamilton                      ",193,"0022","1930022","CCA 5","Johnson","D","N",102
"Hamilton                      ",193,"0023","1930023","CCA 5","Johnson","D","N",97
"Hamilton                      ",193,"0001","1930001","CCA 5","Walker","R","N",445
"Hamilton                      ",193,"0004","1930004","CCA 5","Walker","R","N",57
"Hamilton                      ",193,"0005","1930005","CCA 5","Walker","R","N",76
"Hamilton                      ",193,"0007","1930007","CCA 5","Walker","R","N",707
"Hamilton                      ",193,"0009","1930009","CCA 5","Walker","R","N",123
"Hamilton                      ",193,"0012","1930012","CCA 5","Walker","R","N",119
"Hamilton                      ",193,"0014","1930014","CCA 5","Walker","R","N",119
"Hamilton                      ",193,"0015","1930015","CCA 5","Walker","R","N",90
"Hamilton                      ",193,"0017","1930017","CCA 5","Walker","R","N",85
"Hamilton                      ",193,"0022","1930022","CCA 5","Walker","R","N",576
"Hamilton                      ",193,"0023","1930023","CCA 5","Walker","R","N",442
"Hamilton                      ",193,"0001","1930001","CCA 5","Strange","L","N",18
"Hamilton                      ",193,"0004","1930004","CCA 5","Strange","L","N",2
"Hamilton                      ",193,"0005","1930005","CCA 5","Strange","L","N",3
"Hamilton                      ",193,"0007","1930007","CCA 5","Strange","L","N",16
"Hamilton                      ",193,"0009","1930009","CCA 5","Strange","L","N",0
"Hamilton                      ",193,"0012","1930012","CCA 5","Strange","L","N",3
"Hamilton                      ",193,"0014","1930014","CCA 5","Strange","L","N",3
"Hamilton                      ",193,"0015","1930015","CCA 5","Strange","L","N",1
"Hamilton                      ",193,"0017","1930017","CCA 5","Strange","L","N",2
"Hamilton                      ",193,"0022","1930022","CCA 5","Strange","L","N",20
"Hamilton                      ",193,"0023","1930023","CCA 5","Strange","L","N",15
"Hamilton                      ",193,"0001","1930001","CCA 5","Sanders-Castro","G","N",6
